r,t,l,y,RateOfTotalActivity
REGION1,DEMAGRDSL,SEA1BAS,2015,46.1443
REGION1,DEMAGRDSL,SEA1BAS,2016,46.2377
REGION1,DEMAGRDSL,SEA1BAS,2017,1.1302
REGION1,DEMAGRDSL,SEA1BAS,2018,1.2432
REGION1,DEMAGRDSL,SEA1BAS,2019,51.816
REGION1,DEMAGRDSL,SEA1BAS,2020,53.6451
REGION1,DEMAGRDSL,SEA1BAS,2021,56.9385
REGION1,DEMAGRDSL,SEA1BAS,2022,1.8202
REGION1,DEMAGRDSL,SEA1BAS,2023,63.4107
REGION1,DEMAGRDSL,SEA1BAS,2024,2.2024
REGION1,DEMAGRDSL,SEA1BAS,2025,2.4227
REGION1,DEMAGRDSL,SEA1BAS,2026,72.6018
REGION1,DEMAGRDSL,SEA1BAS,2027,2.8703
REGION1,DEMAGRDSL,SEA1BAS,2028,78.5878
REGION1,DEMAGRDSL,SEA1BAS,2029,81.4393
REGION1,DEMAGRDSL,SEA1BAS,2030,3.4464
REGION1,DEMAGRDSL,SEA1INT,2015,0.9341
REGION1,DEMAGRDSL,SEA1INT,2016,1.0275
REGION1,DEMAGRDSL,SEA1INT,2017,1.1302
REGION1,DEMAGRDSL,SEA1INT,2018,1.2432
REGION1,DEMAGRDSL,SEA1INT,2019,1.3675
REGION1,DEMAGRDSL,SEA1INT,2020,1.5043
REGION1,DEMAGRDSL,SEA1INT,2021,1.6547
REGION1,DEMAGRDSL,SEA1INT,2022,30.9799
REGION1,DEMAGRDSL,SEA1INT,2023,2.0022
REGION1,DEMAGRDSL,SEA1INT,2024,2.2024
REGION1,DEMAGRDSL,SEA1INT,2025,2.4227
REGION1,DEMAGRDSL,SEA1INT,2026,2.6508
REGION1,DEMAGRDSL,SEA1INT,2027,2.8703
REGION1,DEMAGRDSL,SEA1INT,2028,3.0763
REGION1,DEMAGRDSL,SEA1INT,2029,3.2683
REGION1,DEMAGRDSL,SEA1INT,2030,3.4464
REGION1,DEMAGRDSL,SEA1PEK,2015,0.9341
REGION1,DEMAGRDSL,SEA1PEK,2016,1.0275
REGION1,DEMAGRDSL,SEA1PEK,2017,1.1302
REGION1,DEMAGRDSL,SEA1PEK,2018,1.2432
REGION1,DEMAGRDSL,SEA1PEK,2019,1.3675
REGION1,DEMAGRDSL,SEA1PEK,2020,1.5043
REGION1,DEMAGRDSL,SEA1PEK,2021,1.6547
REGION1,DEMAGRDSL,SEA1PEK,2022,1.8202
REGION1,DEMAGRDSL,SEA1PEK,2023,2.0022
REGION1,DEMAGRDSL,SEA1PEK,2024,2.2024
REGION1,DEMAGRDSL,SEA1PEK,2025,2.4227
REGION1,DEMAGRDSL,SEA1PEK,2026,2.6508
REGION1,DEMAGRDSL,SEA1PEK,2027,2.8703
REGION1,DEMAGRDSL,SEA1PEK,2028,3.0763
REGION1,DEMAGRDSL,SEA1PEK,2029,3.2683
REGION1,DEMAGRDSL,SEA1PEK,2030,3.4464
REGION1,DEMAGRDSL,SEA2BAS,2015,0.9341
REGION1,DEMAGRDSL,SEA2BAS,2016,1.0275
REGION1,DEMAGRDSL,SEA2BAS,2017,34.2716
REGION1,DEMAGRDSL,SEA2BAS,2018,35.5784
REGION1,DEMAGRDSL,SEA2BAS,2019,1.3675
REGION1,DEMAGRDSL,SEA2BAS,2020,1.5043
REGION1,DEMAGRDSL,SEA2BAS,2021,1.6547
REGION1,DEMAGRDSL,SEA2BAS,2022,1.8202
REGION1,DEMAGRDSL,SEA2BAS,2023,2.0022
REGION1,DEMAGRDSL,SEA2BAS,2024,47.5658
REGION1,DEMAGRDSL,SEA2BAS,2025,49.7756
REGION1,DEMAGRDSL,SEA2BAS,2026,2.6508
REGION1,DEMAGRDSL,SEA2BAS,2027,54.2025
REGION1,DEMAGRDSL,SEA2BAS,2028,3.0763
REGION1,DEMAGRDSL,SEA2BAS,2029,3.2683
REGION1,DEMAGRDSL,SEA2BAS,2030,60.4632
REGION1,DEMAGRDSL,SEA2INT,2015,0.9341
REGION1,DEMAGRDSL,SEA2INT,2016,1.0275
REGION1,DEMAGRDSL,SEA2INT,2017,1.1302
REGION1,DEMAGRDSL,SEA2INT,2018,1.2432
REGION1,DEMAGRDSL,SEA2INT,2019,1.3675
REGION1,DEMAGRDSL,SEA2INT,2020,1.5043
REGION1,DEMAGRDSL,SEA2INT,2021,1.6547
REGION1,DEMAGRDSL,SEA2INT,2022,1.8202
REGION1,DEMAGRDSL,SEA2INT,2023,2.0022
REGION1,DEMAGRDSL,SEA2INT,2024,2.2024
REGION1,DEMAGRDSL,SEA2INT,2025,2.4227
REGION1,DEMAGRDSL,SEA2INT,2026,2.6508
REGION1,DEMAGRDSL,SEA2INT,2027,2.8703
REGION1,DEMAGRDSL,SEA2INT,2028,3.0763
REGION1,DEMAGRDSL,SEA2INT,2029,3.2683
REGION1,DEMAGRDSL,SEA2INT,2030,3.4464
REGION1,DEMAGRDSL,SEA2PEK,2015,0.9341
REGION1,DEMAGRDSL,SEA2PEK,2016,1.0275
REGION1,DEMAGRDSL,SEA2PEK,2017,1.1302
REGION1,DEMAGRDSL,SEA2PEK,2018,1.2432
REGION1,DEMAGRDSL,SEA2PEK,2019,1.3675
REGION1,DEMAGRDSL,SEA2PEK,2020,1.5043
REGION1,DEMAGRDSL,SEA2PEK,2021,1.6547
REGION1,DEMAGRDSL,SEA2PEK,2022,1.8202
REGION1,DEMAGRDSL,SEA2PEK,2023,2.0022
REGION1,DEMAGRDSL,SEA2PEK,2024,2.2024
REGION1,DEMAGRDSL,SEA2PEK,2025,2.4227
REGION1,DEMAGRDSL,SEA2PEK,2026,2.6508
REGION1,DEMAGRDSL,SEA2PEK,2027,2.8703
REGION1,DEMAGRDSL,SEA2PEK,2028,3.0763
REGION1,DEMAGRDSL,SEA2PEK,2029,3.2683
REGION1,DEMAGRDSL,SEA2PEK,2030,3.4464
REGION1,DEMAGRELC002,SEA1BAS,2015,0.0778
REGION1,DEMAGRELC002,SEA1BAS,2016,0.0853
REGION1,DEMAGRELC002,SEA1BAS,2017,0.0939
REGION1,DEMAGRELC002,SEA1BAS,2018,0.1034
REGION1,DEMAGRELC002,SEA1BAS,2019,0.1134
REGION1,DEMAGRELC002,SEA1BAS,2020,0.1244
REGION1,DEMAGRELC002,SEA1BAS,2021,0.1366
REGION1,DEMAGRELC002,SEA1BAS,2022,0.1501
REGION1,DEMAGRELC002,SEA1BAS,2023,0.1648
REGION1,DEMAGRELC002,SEA1BAS,2024,0.181
REGION1,DEMAGRELC002,SEA1BAS,2025,0.1988
REGION1,DEMAGRELC002,SEA1BAS,2026,0.2179
REGION1,DEMAGRELC002,SEA1BAS,2027,0.2385
REGION1,DEMAGRELC002,SEA1BAS,2028,0.2608
REGION1,DEMAGRELC002,SEA1BAS,2029,0.2854
REGION1,DEMAGRELC002,SEA1BAS,2030,0.3126
REGION1,DEMAGRELC002,SEA1INT,2015,0.0778
REGION1,DEMAGRELC002,SEA1INT,2016,0.0853
REGION1,DEMAGRELC002,SEA1INT,2017,0.0939
REGION1,DEMAGRELC002,SEA1INT,2018,0.1034
REGION1,DEMAGRELC002,SEA1INT,2019,0.1134
REGION1,DEMAGRELC002,SEA1INT,2020,0.1244
REGION1,DEMAGRELC002,SEA1INT,2021,0.1366
REGION1,DEMAGRELC002,SEA1INT,2022,0.1501
REGION1,DEMAGRELC002,SEA1INT,2023,0.1648
REGION1,DEMAGRELC002,SEA1INT,2024,0.181
REGION1,DEMAGRELC002,SEA1INT,2025,0.1988
REGION1,DEMAGRELC002,SEA1INT,2026,0.2179
REGION1,DEMAGRELC002,SEA1INT,2027,0.2385
REGION1,DEMAGRELC002,SEA1INT,2028,0.2608
REGION1,DEMAGRELC002,SEA1INT,2029,0.2854
REGION1,DEMAGRELC002,SEA1INT,2030,0.3126
REGION1,DEMAGRELC002,SEA1PEK,2015,0.0778
REGION1,DEMAGRELC002,SEA1PEK,2016,0.0853
REGION1,DEMAGRELC002,SEA1PEK,2017,0.0939
REGION1,DEMAGRELC002,SEA1PEK,2018,0.1034
REGION1,DEMAGRELC002,SEA1PEK,2019,0.1134
REGION1,DEMAGRELC002,SEA1PEK,2020,0.1244
REGION1,DEMAGRELC002,SEA1PEK,2021,0.1366
REGION1,DEMAGRELC002,SEA1PEK,2022,0.1501
REGION1,DEMAGRELC002,SEA1PEK,2023,0.1648
REGION1,DEMAGRELC002,SEA1PEK,2024,0.181
REGION1,DEMAGRELC002,SEA1PEK,2025,0.1988
REGION1,DEMAGRELC002,SEA1PEK,2026,0.2179
REGION1,DEMAGRELC002,SEA1PEK,2027,0.2385
REGION1,DEMAGRELC002,SEA1PEK,2028,0.2608
REGION1,DEMAGRELC002,SEA1PEK,2029,0.2854
REGION1,DEMAGRELC002,SEA1PEK,2030,0.3126
REGION1,DEMAGRELC002,SEA2BAS,2015,0.0778
REGION1,DEMAGRELC002,SEA2BAS,2016,0.0853
REGION1,DEMAGRELC002,SEA2BAS,2017,0.0939
REGION1,DEMAGRELC002,SEA2BAS,2018,0.1034
REGION1,DEMAGRELC002,SEA2BAS,2019,0.1134
REGION1,DEMAGRELC002,SEA2BAS,2020,0.1244
REGION1,DEMAGRELC002,SEA2BAS,2021,0.1366
REGION1,DEMAGRELC002,SEA2BAS,2022,0.1501
REGION1,DEMAGRELC002,SEA2BAS,2023,0.1648
REGION1,DEMAGRELC002,SEA2BAS,2024,0.181
REGION1,DEMAGRELC002,SEA2BAS,2025,0.1988
REGION1,DEMAGRELC002,SEA2BAS,2026,0.2179
REGION1,DEMAGRELC002,SEA2BAS,2027,0.2385
REGION1,DEMAGRELC002,SEA2BAS,2028,0.2608
REGION1,DEMAGRELC002,SEA2BAS,2029,0.2854
REGION1,DEMAGRELC002,SEA2BAS,2030,0.3126
REGION1,DEMAGRELC002,SEA2INT,2015,0.0778
REGION1,DEMAGRELC002,SEA2INT,2016,0.0853
REGION1,DEMAGRELC002,SEA2INT,2017,0.0939
REGION1,DEMAGRELC002,SEA2INT,2018,0.1034
REGION1,DEMAGRELC002,SEA2INT,2019,0.1134
REGION1,DEMAGRELC002,SEA2INT,2020,0.1244
REGION1,DEMAGRELC002,SEA2INT,2021,0.1366
REGION1,DEMAGRELC002,SEA2INT,2022,0.1501
REGION1,DEMAGRELC002,SEA2INT,2023,0.1648
REGION1,DEMAGRELC002,SEA2INT,2024,0.181
REGION1,DEMAGRELC002,SEA2INT,2025,0.1988
REGION1,DEMAGRELC002,SEA2INT,2026,0.2179
REGION1,DEMAGRELC002,SEA2INT,2027,0.2385
REGION1,DEMAGRELC002,SEA2INT,2028,0.2608
REGION1,DEMAGRELC002,SEA2INT,2029,0.2854
REGION1,DEMAGRELC002,SEA2INT,2030,0.3126
REGION1,DEMAGRELC002,SEA2PEK,2015,0.0778
REGION1,DEMAGRELC002,SEA2PEK,2016,0.0853
REGION1,DEMAGRELC002,SEA2PEK,2017,0.0936
REGION1,DEMAGRELC002,SEA2PEK,2018,0.1028
REGION1,DEMAGRELC002,SEA2PEK,2019,0.1134
REGION1,DEMAGRELC002,SEA2PEK,2020,0.1244
REGION1,DEMAGRELC002,SEA2PEK,2021,0.1366
REGION1,DEMAGRELC002,SEA2PEK,2022,0.1501
REGION1,DEMAGRELC002,SEA2PEK,2023,0.1648
REGION1,DEMAGRELC002,SEA2PEK,2024,0.181
REGION1,DEMAGRELC002,SEA2PEK,2025,0.1988
REGION1,DEMAGRELC002,SEA2PEK,2026,0.2179
REGION1,DEMAGRELC002,SEA2PEK,2027,0.2385
REGION1,DEMAGRELC002,SEA2PEK,2028,0.2608
REGION1,DEMAGRELC002,SEA2PEK,2029,0.2854
REGION1,DEMAGRELC002,SEA2PEK,2030,0.3126
REGION1,DEMAGRGWTETH,SEA1BAS,2015,4.4976
REGION1,DEMAGRGWTETH,SEA1BAS,2016,4.9321
REGION1,DEMAGRGWTETH,SEA1BAS,2017,5.4266
REGION1,DEMAGRGWTETH,SEA1BAS,2018,5.9743
REGION1,DEMAGRGWTETH,SEA1BAS,2019,6.5529
REGION1,DEMAGRGWTETH,SEA1BAS,2020,7.1908
REGION1,DEMAGRGWTETH,SEA1BAS,2021,7.898
REGION1,DEMAGRGWTETH,SEA1BAS,2022,8.6745
REGION1,DEMAGRGWTETH,SEA1BAS,2023,9.5271
REGION1,DEMAGRGWTETH,SEA1BAS,2024,10.464
REGION1,DEMAGRGWTETH,SEA1BAS,2025,11.4937
REGION1,DEMAGRGWTETH,SEA1BAS,2026,12.5978
REGION1,DEMAGRGWTETH,SEA1BAS,2027,13.7833
REGION1,DEMAGRGWTETH,SEA1BAS,2028,15.0747
REGION1,DEMAGRGWTETH,SEA1BAS,2029,16.4982
REGION1,DEMAGRGWTETH,SEA1BAS,2030,18.0666
REGION1,DEMAGRGWTETH,SEA1INT,2015,4.4976
REGION1,DEMAGRGWTETH,SEA1INT,2016,4.9321
REGION1,DEMAGRGWTETH,SEA1INT,2017,5.4266
REGION1,DEMAGRGWTETH,SEA1INT,2018,5.9743
REGION1,DEMAGRGWTETH,SEA1INT,2019,6.5529
REGION1,DEMAGRGWTETH,SEA1INT,2020,7.1908
REGION1,DEMAGRGWTETH,SEA1INT,2021,7.898
REGION1,DEMAGRGWTETH,SEA1INT,2022,8.6745
REGION1,DEMAGRGWTETH,SEA1INT,2023,9.5271
REGION1,DEMAGRGWTETH,SEA1INT,2024,10.464
REGION1,DEMAGRGWTETH,SEA1INT,2025,11.4937
REGION1,DEMAGRGWTETH,SEA1INT,2026,12.5978
REGION1,DEMAGRGWTETH,SEA1INT,2027,13.7833
REGION1,DEMAGRGWTETH,SEA1INT,2028,15.0747
REGION1,DEMAGRGWTETH,SEA1INT,2029,16.4982
REGION1,DEMAGRGWTETH,SEA1INT,2030,18.0666
REGION1,DEMAGRGWTETH,SEA1PEK,2015,4.4976
REGION1,DEMAGRGWTETH,SEA1PEK,2016,4.9321
REGION1,DEMAGRGWTETH,SEA1PEK,2017,5.4266
REGION1,DEMAGRGWTETH,SEA1PEK,2018,5.9743
REGION1,DEMAGRGWTETH,SEA1PEK,2019,6.5529
REGION1,DEMAGRGWTETH,SEA1PEK,2020,7.1908
REGION1,DEMAGRGWTETH,SEA1PEK,2021,7.898
REGION1,DEMAGRGWTETH,SEA1PEK,2022,8.6745
REGION1,DEMAGRGWTETH,SEA1PEK,2023,9.5271
REGION1,DEMAGRGWTETH,SEA1PEK,2024,10.464
REGION1,DEMAGRGWTETH,SEA1PEK,2025,11.4937
REGION1,DEMAGRGWTETH,SEA1PEK,2026,12.5978
REGION1,DEMAGRGWTETH,SEA1PEK,2027,13.7833
REGION1,DEMAGRGWTETH,SEA1PEK,2028,15.0747
REGION1,DEMAGRGWTETH,SEA1PEK,2029,16.4982
REGION1,DEMAGRGWTETH,SEA1PEK,2030,18.0666
REGION1,DEMAGRGWTETH,SEA2BAS,2015,4.4976
REGION1,DEMAGRGWTETH,SEA2BAS,2016,4.9321
REGION1,DEMAGRGWTETH,SEA2BAS,2017,5.4266
REGION1,DEMAGRGWTETH,SEA2BAS,2018,5.9743
REGION1,DEMAGRGWTETH,SEA2BAS,2019,6.5529
REGION1,DEMAGRGWTETH,SEA2BAS,2020,7.1908
REGION1,DEMAGRGWTETH,SEA2BAS,2021,7.898
REGION1,DEMAGRGWTETH,SEA2BAS,2022,8.6745
REGION1,DEMAGRGWTETH,SEA2BAS,2023,9.5271
REGION1,DEMAGRGWTETH,SEA2BAS,2024,10.464
REGION1,DEMAGRGWTETH,SEA2BAS,2025,11.4937
REGION1,DEMAGRGWTETH,SEA2BAS,2026,12.5978
REGION1,DEMAGRGWTETH,SEA2BAS,2027,13.7833
REGION1,DEMAGRGWTETH,SEA2BAS,2028,15.0747
REGION1,DEMAGRGWTETH,SEA2BAS,2029,16.4982
REGION1,DEMAGRGWTETH,SEA2BAS,2030,18.0666
REGION1,DEMAGRGWTETH,SEA2INT,2015,4.4976
REGION1,DEMAGRGWTETH,SEA2INT,2016,4.9321
REGION1,DEMAGRGWTETH,SEA2INT,2017,5.4266
REGION1,DEMAGRGWTETH,SEA2INT,2018,5.9743
REGION1,DEMAGRGWTETH,SEA2INT,2019,6.5529
REGION1,DEMAGRGWTETH,SEA2INT,2020,7.1908
REGION1,DEMAGRGWTETH,SEA2INT,2021,7.898
REGION1,DEMAGRGWTETH,SEA2INT,2022,8.6745
REGION1,DEMAGRGWTETH,SEA2INT,2023,9.5271
REGION1,DEMAGRGWTETH,SEA2INT,2024,10.464
REGION1,DEMAGRGWTETH,SEA2INT,2025,11.4937
REGION1,DEMAGRGWTETH,SEA2INT,2026,12.5978
REGION1,DEMAGRGWTETH,SEA2INT,2027,13.7833
REGION1,DEMAGRGWTETH,SEA2INT,2028,15.0747
REGION1,DEMAGRGWTETH,SEA2INT,2029,16.4982
REGION1,DEMAGRGWTETH,SEA2INT,2030,18.0666
REGION1,DEMAGRGWTETH,SEA2PEK,2015,4.4976
REGION1,DEMAGRGWTETH,SEA2PEK,2016,4.9321
REGION1,DEMAGRGWTETH,SEA2PEK,2017,5.4121
REGION1,DEMAGRGWTETH,SEA2PEK,2018,5.9419
REGION1,DEMAGRGWTETH,SEA2PEK,2019,6.5529
REGION1,DEMAGRGWTETH,SEA2PEK,2020,7.1908
REGION1,DEMAGRGWTETH,SEA2PEK,2021,7.898
REGION1,DEMAGRGWTETH,SEA2PEK,2022,8.6745
REGION1,DEMAGRGWTETH,SEA2PEK,2023,9.5271
REGION1,DEMAGRGWTETH,SEA2PEK,2024,10.464
REGION1,DEMAGRGWTETH,SEA2PEK,2025,11.4937
REGION1,DEMAGRGWTETH,SEA2PEK,2026,12.5978
REGION1,DEMAGRGWTETH,SEA2PEK,2027,13.7833
REGION1,DEMAGRGWTETH,SEA2PEK,2028,15.0747
REGION1,DEMAGRGWTETH,SEA2PEK,2029,16.4982
REGION1,DEMAGRGWTETH,SEA2PEK,2030,18.0666
REGION1,DEMCOMBIO,SEA1BAS,2016,127.2494
REGION1,DEMCOMBIO,SEA1BAS,2018,137.0812
REGION1,DEMCOMBIO,SEA1BAS,2025,189.1415
REGION1,DEMCOMBIO,SEA1BAS,2026,197.0392
REGION1,DEMCOMBIO,SEA1BAS,2027,204.8563
REGION1,DEMCOMBIO,SEA1BAS,2028,212.5122
REGION1,DEMCOMBIO,SEA1BAS,2029,220.0875
REGION1,DEMCOMBIO,SEA1INT,2015,63.5955
REGION1,DEMCOMBIO,SEA1INT,2017,66.0926
REGION1,DEMCOMBIO,SEA1INT,2019,70.9257
REGION1,DEMCOMBIO,SEA1INT,2020,73.3422
REGION1,DEMCOMBIO,SEA1INT,2021,77.8129
REGION1,DEMCOMBIO,SEA1INT,2022,82.1224
REGION1,DEMCOMBIO,SEA1INT,2023,86.3513
REGION1,DEMCOMBIO,SEA1INT,2024,90.4595
REGION1,DEMCOMBIO,SEA1INT,2030,113.7389
REGION1,DEMCOMDSL,SEA1BAS,2015,19.2607
REGION1,DEMCOMDSL,SEA1BAS,2016,19.2607
REGION1,DEMCOMDSL,SEA1BAS,2019,21.5172
REGION1,DEMCOMDSL,SEA1BAS,2020,22.2425
REGION1,DEMCOMDSL,SEA1BAS,2021,23.5319
REGION1,DEMCOMDSL,SEA1BAS,2022,24.9019
REGION1,DEMCOMDSL,SEA1BAS,2023,26.1107
REGION1,DEMCOMDSL,SEA1BAS,2024,27.4001
REGION1,DEMCOMDSL,SEA1BAS,2025,28.609
REGION1,DEMCOMDSL,SEA1BAS,2026,29.8178
REGION1,DEMCOMDSL,SEA1BAS,2027,31.0266
REGION1,DEMCOMDSL,SEA1BAS,2028,32.1549
REGION1,DEMCOMDSL,SEA1BAS,2029,33.2831
REGION1,DEMCOMDSL,SEA1BAS,2030,34.4113
REGION1,DEMCOMDSL,SEA2BAS,2017,14.0979
REGION1,DEMCOMDSL,SEA2BAS,2018,14.6095
REGION1,DEMCOMELC002,SEA1BAS,2015,6.5393
REGION1,DEMCOMELC002,SEA1BAS,2016,6.8964
REGION1,DEMCOMELC002,SEA1BAS,2017,7.3646
REGION1,DEMCOMELC002,SEA1BAS,2018,7.8408
REGION1,DEMCOMELC002,SEA1BAS,2019,8.317
REGION1,DEMCOMELC002,SEA1BAS,2020,8.7931
REGION1,DEMCOMELC002,SEA1BAS,2021,9.9201
REGION1,DEMCOMELC002,SEA1BAS,2022,11.0628
REGION1,DEMCOMELC002,SEA1BAS,2023,12.2215
REGION1,DEMCOMELC002,SEA1BAS,2024,13.396
REGION1,DEMCOMELC002,SEA1BAS,2025,14.5864
REGION1,DEMCOMELC002,SEA1BAS,2026,15.7927
REGION1,DEMCOMELC002,SEA1BAS,2027,17.0069
REGION1,DEMCOMELC002,SEA1BAS,2028,18.2291
REGION1,DEMCOMELC002,SEA1BAS,2029,19.4671
REGION1,DEMCOMELC002,SEA1BAS,2030,20.7131
REGION1,DEMCOMELC002,SEA1INT,2015,8.4472
REGION1,DEMCOMELC002,SEA1INT,2016,8.9085
REGION1,DEMCOMELC002,SEA1INT,2017,9.5133
REGION1,DEMCOMELC002,SEA1INT,2018,10.1284
REGION1,DEMCOMELC002,SEA1INT,2019,10.7435
REGION1,DEMCOMELC002,SEA1INT,2020,11.3586
REGION1,DEMCOMELC002,SEA1INT,2021,12.8143
REGION1,DEMCOMELC002,SEA1INT,2022,14.2905
REGION1,DEMCOMELC002,SEA1INT,2023,15.7872
REGION1,DEMCOMELC002,SEA1INT,2024,17.3044
REGION1,DEMCOMELC002,SEA1INT,2025,18.8422
REGION1,DEMCOMELC002,SEA1INT,2026,20.4004
REGION1,DEMCOMELC002,SEA1INT,2027,21.9688
REGION1,DEMCOMELC002,SEA1INT,2028,23.5476
REGION1,DEMCOMELC002,SEA1INT,2029,25.1468
REGION1,DEMCOMELC002,SEA1INT,2030,26.7563
REGION1,DEMCOMELC002,SEA1PEK,2015,9.7614
REGION1,DEMCOMELC002,SEA1PEK,2016,10.2945
REGION1,DEMCOMELC002,SEA1PEK,2017,10.9934
REGION1,DEMCOMELC002,SEA1PEK,2018,11.7042
REGION1,DEMCOMELC002,SEA1PEK,2019,12.415
REGION1,DEMCOMELC002,SEA1PEK,2020,13.1258
REGION1,DEMCOMELC002,SEA1PEK,2021,14.808
REGION1,DEMCOMELC002,SEA1PEK,2022,16.5139
REGION1,DEMCOMELC002,SEA1PEK,2023,18.2434
REGION1,DEMCOMELC002,SEA1PEK,2024,19.9967
REGION1,DEMCOMELC002,SEA1PEK,2025,21.7737
REGION1,DEMCOMELC002,SEA1PEK,2026,23.5743
REGION1,DEMCOMELC002,SEA1PEK,2027,25.3868
REGION1,DEMCOMELC002,SEA1PEK,2028,27.2111
REGION1,DEMCOMELC002,SEA1PEK,2029,29.0592
REGION1,DEMCOMELC002,SEA1PEK,2030,30.9191
REGION1,DEMCOMELC002,SEA2BAS,2015,6.9692
REGION1,DEMCOMELC002,SEA2BAS,2016,7.3498
REGION1,DEMCOMELC002,SEA2BAS,2017,7.8489
REGION1,DEMCOMELC002,SEA2BAS,2018,8.3563
REGION1,DEMCOMELC002,SEA2BAS,2019,8.8638
REGION1,DEMCOMELC002,SEA2BAS,2020,9.3713
REGION1,DEMCOMELC002,SEA2BAS,2021,10.5723
REGION1,DEMCOMELC002,SEA2BAS,2022,11.7902
REGION1,DEMCOMELC002,SEA2BAS,2023,13.025
REGION1,DEMCOMELC002,SEA2BAS,2024,14.2768
REGION1,DEMCOMELC002,SEA2BAS,2025,15.5455
REGION1,DEMCOMELC002,SEA2BAS,2026,16.8311
REGION1,DEMCOMELC002,SEA2BAS,2027,18.1251
REGION1,DEMCOMELC002,SEA2BAS,2028,19.4276
REGION1,DEMCOMELC002,SEA2BAS,2029,20.747
REGION1,DEMCOMELC002,SEA2BAS,2030,22.0749
REGION1,DEMCOMELC002,SEA2INT,2015,8.8439
REGION1,DEMCOMELC002,SEA2INT,2016,9.3269
REGION1,DEMCOMELC002,SEA2INT,2017,9.9601
REGION1,DEMCOMELC002,SEA2INT,2018,10.6041
REGION1,DEMCOMELC002,SEA2INT,2019,11.2481
REGION1,DEMCOMELC002,SEA2INT,2020,11.892
REGION1,DEMCOMELC002,SEA2INT,2021,13.4161
REGION1,DEMCOMELC002,SEA2INT,2022,14.9616
REGION1,DEMCOMELC002,SEA2INT,2023,16.5287
REGION1,DEMCOMELC002,SEA2INT,2024,18.1171
REGION1,DEMCOMELC002,SEA2INT,2025,19.7271
REGION1,DEMCOMELC002,SEA2INT,2026,21.3585
REGION1,DEMCOMELC002,SEA2INT,2027,23.0006
REGION1,DEMCOMELC002,SEA2INT,2028,24.6534
REGION1,DEMCOMELC002,SEA2INT,2029,26.3278
REGION1,DEMCOMELC002,SEA2INT,2030,28.0128
REGION1,DEMCOMELC002,SEA2PEK,2015,10.0806
REGION1,DEMCOMELC002,SEA2PEK,2016,10.6312
REGION1,DEMCOMELC002,SEA2PEK,2017,11.3529
REGION1,DEMCOMELC002,SEA2PEK,2018,12.087
REGION1,DEMCOMELC002,SEA2PEK,2019,12.821
REGION1,DEMCOMELC002,SEA2PEK,2020,13.555
REGION1,DEMCOMELC002,SEA2PEK,2021,15.2922
REGION1,DEMCOMELC002,SEA2PEK,2022,17.0539
REGION1,DEMCOMELC002,SEA2PEK,2023,18.84
REGION1,DEMCOMELC002,SEA2PEK,2024,20.6506
REGION1,DEMCOMELC002,SEA2PEK,2025,22.4857
REGION1,DEMCOMELC002,SEA2PEK,2026,24.3452
REGION1,DEMCOMELC002,SEA2PEK,2027,26.217
REGION1,DEMCOMELC002,SEA2PEK,2028,28.101
REGION1,DEMCOMELC002,SEA2PEK,2029,30.0095
REGION1,DEMCOMELC002,SEA2PEK,2030,31.9302
REGION1,DEMINDCOA,SEA1BAS,2015,104.3623
REGION1,DEMINDCOA,SEA1BAS,2016,104.3623
REGION1,DEMINDCOA,SEA1BAS,2017,108.3917
REGION1,DEMINDCOA,SEA1BAS,2018,112.4211
REGION1,DEMINDCOA,SEA1BAS,2019,116.37
REGION1,DEMINDCOA,SEA1BAS,2020,120.3188
REGION1,DEMINDCOA,SEA1BAS,2021,127.6524
REGION1,DEMINDCOA,SEA1BAS,2022,134.7442
REGION1,DEMINDCOA,SEA1BAS,2023,141.6748
REGION1,DEMINDCOA,SEA1BAS,2024,148.4442
REGION1,DEMINDCOA,SEA1BAS,2025,155.0525
REGION1,DEMINDCOA,SEA1BAS,2026,161.5802
REGION1,DEMINDCOA,SEA1BAS,2027,167.9467
REGION1,DEMINDCOA,SEA1BAS,2028,174.2326
REGION1,DEMINDCOA,SEA1BAS,2029,180.5185
REGION1,DEMINDCOA,SEA1BAS,2030,186.6432
REGION1,DEMINDDSL,SEA1BAS,2015,164.6426
REGION1,DEMINDDSL,SEA1BAS,2016,164.6426
REGION1,DEMINDDSL,SEA1BAS,2019,183.5809
REGION1,DEMINDDSL,SEA1BAS,2020,189.7862
REGION1,DEMINDDSL,SEA1BAS,2021,201.391
REGION1,DEMINDDSL,SEA1BAS,2022,212.5928
REGION1,DEMINDDSL,SEA1BAS,2023,223.4722
REGION1,DEMINDDSL,SEA1BAS,2024,234.1905
REGION1,DEMINDDSL,SEA1BAS,2025,244.5865
REGION1,DEMINDDSL,SEA1BAS,2026,254.9018
REGION1,DEMINDDSL,SEA1BAS,2027,264.9754
REGION1,DEMINDDSL,SEA1BAS,2028,274.8878
REGION1,DEMINDDSL,SEA1BAS,2029,284.7196
REGION1,DEMINDDSL,SEA1BAS,2030,294.3902
REGION1,DEMINDDSL,SEA2BAS,2017,120.6278
REGION1,DEMINDDSL,SEA2BAS,2018,125.0618
REGION1,DEMINDELC002,SEA1BAS,2015,8.2773
REGION1,DEMINDELC002,SEA1BAS,2016,8.7376
REGION1,DEMINDELC002,SEA1BAS,2017,9.3328
