r,t,y,NewCapacity
REGION1,LNDCP08IRETH,2024,4.37
REGION1,LNDCP08IRETH,2025,4.8438
REGION1,LNDCP08IRETH,2026,5.3443
REGION1,LNDCP08IRETH,2027,5.8683
REGION1,LNDCP08IRETH,2028,6.4155
REGION1,LNDCP08IRETH,2029,6.9848
REGION1,LNDCP08IRETH,2030,7.5751
REGION1,LNDCP08LRETH,2015,0.6702
REGION1,LNDCP08LRETH,2016,1.2221
REGION1,LNDCP08LRETH,2017,1.8645
REGION1,LNDCP08LRETH,2018,2.5911
REGION1,LNDCP08LRETH,2019,3.3994
REGION1,LNDCP08LRETH,2020,4.2835
REGION1,LNDCP08LRETH,2021,5.2416
REGION1,LNDCP08LRETH,2022,6.268
REGION1,LNDCP08LRETH,2023,7.3612
REGION1,LNDCP08LRETH,2024,8.5159
REGION1,LNDCP08LRETH,2025,9.7311
REGION1,LNDCP08LRETH,2026,11.0017
REGION1,LNDCP08LRETH,2027,12.3269
REGION1,LNDCP08LRETH,2028,13.702
REGION1,LNDCP08LRETH,2029,15.1266
REGION1,LNDCP08LRETH,2030,16.5961
REGION1,LNDFORETH,2015,85.47
REGION1,LNDFORETH,2030,84.2812
REGION1,LNDGRSETH,2015,788.1825
REGION1,LNDGRSETH,2016,4.5495
REGION1,LNDGRSETH,2030,777.1561
REGION1,PWRHYD042,2022,1.25
REGION1,PWRHYD042,2023,1.25
REGION1,PWRHYD042,2024,1.25
REGION1,PWRHYD042,2025,1.25
REGION1,PWRHYD042,2026,1.25
REGION1,PWRHYD042,2027,0.15
REGION1,PWRTRN001,2015,1.1661
REGION1,PWRTRN001,2016,0.0643
REGION1,PWRTRN001,2017,0.0845
REGION1,PWRTRN001,2018,0.085
REGION1,PWRTRN001,2019,0.1193
REGION1,PWRTRN001,2020,0.1917
REGION1,PWRTRN001,2021,0.1432
REGION1,PWRTRN001,2022,0.329
REGION1,PWRTRN001,2023,0.3849
REGION1,PWRTRN001,2024,0.3568
REGION1,PWRTRN001,2025,0.3571
REGION1,PWRTRN001,2026,0.3568
REGION1,PWRTRN001,2027,0.0177
REGION1,PWRTRN001,2030,0.0426
REGION1,DEMAGRDSL,2015,32.8248
REGION1,DEMAGRDSL,2016,16.9306
REGION1,DEMAGRDSL,2017,17.6942
REGION1,DEMAGRDSL,2018,25.6109
REGION1,DEMAGRDSL,2019,19.2351
REGION1,DEMAGRDSL,2020,27.6448
REGION1,DEMAGRDSL,2021,40.81
REGION1,DEMAGRDSL,2022,43.1833
REGION1,DEMAGRDSL,2023,32.9062
REGION1,DEMAGRDSL,2024,25.0733
REGION1,DEMAGRDSL,2025,49.8952
REGION1,DEMAGRDSL,2026,52.0116
REGION1,DEMAGRDSL,2027,54.126
REGION1,DEMAGRDSL,2028,40.6548
REGION1,DEMAGRDSL,2029,42.1049
REGION1,DEMAGRDSL,2030,31.6654
REGION1,DEMCOMBIO,2015,127.2494
REGION1,DEMCOMBIO,2016,44.8801
REGION1,DEMCOMBIO,2017,93.2847
REGION1,DEMCOMBIO,2018,96.6955
REGION1,DEMCOMBIO,2019,70.9257
REGION1,DEMCOMBIO,2020,73.3422
REGION1,DEMCOMBIO,2021,109.827
REGION1,DEMCOMBIO,2022,115.9096
REGION1,DEMCOMBIO,2023,60.9392
REGION1,DEMCOMBIO,2024,127.6768
REGION1,DEMCOMBIO,2025,66.7091
REGION1,DEMCOMBIO,2026,98.4744
REGION1,DEMCOMBIO,2027,204.8563
REGION1,DEMCOMBIO,2028,212.5122
REGION1,DEMCOMBIO,2029,155.2472
REGION1,DEMCOMBIO,2030,160.5339
REGION1,DEMCOMDSL,2015,6.7931
REGION1,DEMCOMDSL,2016,13.5863
REGION1,DEMCOMDSL,2017,7.0489
REGION1,DEMCOMDSL,2018,10.3509
REGION1,DEMCOMDSL,2019,21.5172
REGION1,DEMCOMDSL,2020,11.1161
REGION1,DEMCOMDSL,2021,16.5991
REGION1,DEMCOMDSL,2022,24.9019
REGION1,DEMCOMDSL,2023,26.1107
REGION1,DEMCOMDSL,2024,9.6639
REGION1,DEMCOMDSL,2025,14.2979
REGION1,DEMCOMDSL,2026,21.0331
REGION1,DEMCOMDSL,2027,10.9429
REGION1,DEMCOMDSL,2028,22.6817
REGION1,DEMCOMDSL,2029,33.2831
REGION1,DEMCOMDSL,2030,24.2734
REGION1,DEMINDCOA,2015,36.808
REGION1,DEMINDCOA,2016,36.808
REGION1,DEMINDCOA,2017,38.2291
REGION1,DEMINDCOA,2018,112.4211
REGION1,DEMINDCOA,2019,41.043
REGION1,DEMINDCOA,2020,120.3188
REGION1,DEMINDCOA,2021,63.7969
REGION1,DEMINDCOA,2022,95.047
REGION1,DEMINDCOA,2023,49.9679
REGION1,DEMINDCOA,2024,74.188
REGION1,DEMINDCOA,2025,109.3722
REGION1,DEMINDCOA,2026,56.9884
REGION1,DEMINDCOA,2027,83.9348
REGION1,DEMINDCOA,2028,122.9017
REGION1,DEMINDCOA,2029,90.2178
REGION1,DEMINDCOA,2030,131.656
REGION1,DEMINDDSL,2015,116.137
REGION1,DEMINDDSL,2016,164.6426
REGION1,DEMINDDSL,2017,60.3139
REGION1,DEMINDDSL,2018,125.0618
REGION1,DEMINDDSL,2019,64.7479
REGION1,DEMINDDSL,2020,94.8495
REGION1,DEMINDDSL,2021,142.0589
REGION1,DEMINDDSL,2022,106.2476
REGION1,DEMINDDSL,2023,111.6848
REGION1,DEMINDDSL,2024,117.0415
REGION1,DEMINDDSL,2025,122.2371
REGION1,DEMINDDSL,2026,179.8048
REGION1,DEMINDDSL,2027,93.4553
REGION1,DEMINDDSL,2028,193.9027
REGION1,DEMINDDSL,2029,142.2944
REGION1,DEMINDDSL,2030,147.1275
REGION1,DEMINDHFO,2015,24.2572
REGION1,DEMINDHFO,2016,24.2572
REGION1,DEMINDHFO,2017,25.2242
REGION1,DEMINDHFO,2018,9.2091
REGION1,DEMINDHFO,2019,19.1004
REGION1,DEMINDHFO,2020,19.7257
REGION1,DEMINDHFO,2021,20.9194
REGION1,DEMINDHFO,2022,22.1132
REGION1,DEMINDHFO,2023,11.6251
REGION1,DEMINDHFO,2024,17.238
REGION1,DEMINDHFO,2025,36.0231
REGION1,DEMINDHFO,2026,18.7685
REGION1,DEMINDHFO,2027,13.7568
REGION1,DEMINDHFO,2028,20.2587
REGION1,DEMINDHFO,2029,41.9867
REGION1,DEMINDHFO,2030,43.3567
REGION1,DEMINDOHC,2015,32.0045
REGION1,DEMINDOHC,2016,64.0089
REGION1,DEMINDOHC,2017,33.2551
REGION1,DEMINDOHC,2018,68.9545
REGION1,DEMINDOHC,2019,35.6995
REGION1,DEMINDOHC,2020,73.7865
REGION1,DEMINDOHC,2021,55.4598
REGION1,DEMINDOHC,2022,41.3272
REGION1,DEMINDOHC,2023,86.8611
REGION1,DEMINDOHC,2024,64.4816
REGION1,DEMINDOHC,2025,134.8248
REGION1,DEMINDOHC,2026,70.2007
REGION1,DEMINDOHC,2027,51.5027
REGION1,DEMINDOHC,2028,75.7185
REGION1,DEMINDOHC,2029,110.6797
REGION1,DEMINDOHC,2030,57.2442
REGION1,DEMOTHDSL,2015,22.5947
REGION1,DEMOTHDSL,2016,31.8908
REGION1,DEMOTHDSL,2017,16.5707
REGION1,DEMOTHDSL,2018,34.3352
REGION1,DEMOTHDSL,2019,17.7929
REGION1,DEMOTHDSL,2020,18.3898
REGION1,DEMOTHDSL,2021,38.9965
REGION1,DEMOTHDSL,2022,41.1567
REGION1,DEMOTHDSL,2023,21.6584
REGION1,DEMOTHDSL,2024,32.1401
REGION1,DEMOTHDSL,2025,33.5497
REGION1,DEMOTHDSL,2026,49.3426
REGION1,DEMOTHDSL,2027,51.3322
REGION1,DEMOTHDSL,2028,53.265
REGION1,DEMOTHDSL,2029,78.171
REGION1,DEMOTHDSL,2030,57.0168
REGION1,DEMOTHOHC,2015,16.0298
REGION1,DEMOTHOHC,2016,22.6248
REGION1,DEMOTHOHC,2017,23.4775
REGION1,DEMOTHOHC,2018,24.3871
REGION1,DEMOTHOHC,2019,12.6199
REGION1,DEMOTHOHC,2020,26.0924
REGION1,DEMOTHOHC,2021,19.6143
REGION1,DEMOTHOHC,2022,14.6095
REGION1,DEMOTHOHC,2023,30.697
REGION1,DEMOTHOHC,2024,22.7961
REGION1,DEMOTHOHC,2025,33.5962
REGION1,DEMOTHOHC,2026,105.1883
REGION1,DEMOTHOHC,2027,51.6573
REGION1,DEMOTHOHC,2028,26.7834
REGION1,DEMOTHOHC,2029,55.445
REGION1,DEMOTHOHC,2030,20.2373
REGION1,DEMPUBSURETH,2015,6.5277
REGION1,DEMPUBSURETH,2016,4.8319
REGION1,DEMPUBSURETH,2017,5.0593
REGION1,DEMPUBSURETH,2018,2.6718
REGION1,DEMPUBSURETH,2019,5.5709
REGION1,DEMPUBSURETH,2020,8.3006
REGION1,DEMPUBSURETH,2021,8.7842
REGION1,DEMPUBSURETH,2022,9.1871
REGION1,DEMPUBSURETH,2023,6.8216
REGION1,DEMPUBSURETH,2024,3.5813
REGION1,DEMPUBSURETH,2025,10.6377
REGION1,DEMPUBSURETH,2026,5.5983
REGION1,DEMPUBSURETH,2027,4.1214
REGION1,DEMPUBSURETH,2028,8.6975
REGION1,DEMPUBSURETH,2029,6.4441
REGION1,DEMPUBSURETH,2030,4.7751
REGION1,DEMPWRBIO,2029,0.3388
REGION1,DEMPWRBIO,2030,7.1957
REGION1,DEMPWRGEO,2020,9.8707
REGION1,DEMPWRGEO,2021,10.3649
REGION1,DEMPWRGEO,2022,10.3604
REGION1,DEMPWRGEO,2023,10.347
REGION1,DEMPWRGEO,2024,10.3425
REGION1,DEMPWRGEO,2025,10.3292
REGION1,DEMPWRGEO,2026,10.3247
REGION1,DEMPWRGEO,2027,10.3114
REGION1,DEMPWRGEO,2028,10.3069
REGION1,DEMPWRGEO,2029,10.2936
REGION1,DEMPWRGEO,2030,10.2891
REGION1,DEMPWRHYD,2015,36.8036
REGION1,DEMPWRHYD,2016,38.8331
REGION1,DEMPWRHYD,2017,41.5004
REGION1,DEMPWRHYD,2018,44.0059
REGION1,DEMPWRHYD,2019,47.9469
REGION1,DEMPWRHYD,2020,48.634
REGION1,DEMPWRHYD,2021,53.4547
REGION1,DEMPWRHYD,2022,64.3404
REGION1,DEMPWRHYD,2023,75.1368
REGION1,DEMPWRHYD,2024,85.5867
REGION1,DEMPWRHYD,2025,95.5062
REGION1,DEMPWRHYD,2026,108.6233
REGION1,DEMPWRHYD,2027,112.7564
REGION1,DEMPWRHYD,2028,111.1697
REGION1,DEMPWRHYD,2029,110.5871
REGION1,DEMPWRHYD,2030,109.9871
REGION1,DEMPWRSOL,2021,10.7062
REGION1,DEMPWRSOL,2022,9.4212
REGION1,DEMPWRSOL,2023,10.6955
REGION1,DEMPWRSOL,2024,10.6848
REGION1,DEMPWRSOL,2025,10.6848
REGION1,DEMPWRSOL,2026,10.674
REGION1,DEMPWRSOL,2027,10.674
REGION1,DEMPWRSOL,2028,10.6633
REGION1,DEMPWRSOL,2029,10.6633
REGION1,DEMPWRSOL,2030,10.6526
REGION1,DEMPWRWND,2015,2.5244
REGION1,DEMPWRWND,2016,1.36
REGION1,DEMPWRWND,2017,4.2217
REGION1,DEMPWRWND,2018,2.2164
REGION1,DEMPWRWND,2019,2.1731
REGION1,DEMPWRWND,2020,4.3679
REGION1,DEMPWRWND,2021,4.3663
REGION1,DEMPWRWND,2022,4.3629
REGION1,DEMPWRWND,2023,4.3613
REGION1,DEMPWRWND,2024,4.3579
REGION1,DEMPWRWND,2025,4.3563
REGION1,DEMPWRWND,2026,4.3529
REGION1,DEMPWRWND,2027,4.3513
REGION1,DEMPWRWND,2028,3.272
REGION1,DEMPWRWND,2029,3.2703
REGION1,DEMPWRWND,2030,2.5128
REGION1,DEMRESBIO,2015,4461.3815
REGION1,DEMRESBIO,2016,4461.3815
REGION1,DEMRESBIO,2017,13139.088
REGION1,DEMRESBIO,2018,13624.151
REGION1,DEMRESBIO,2019,14105.104
REGION1,DEMRESBIO,2020,14582.349
REGION1,DEMRESBIO,2021,7731.6665
REGION1,DEMRESBIO,2022,16331.928
REGION1,DEMRESBIO,2023,12112.18
REGION1,DEMRESBIO,2024,8991.1715
REGION1,DEMRESBIO,2025,6628.3902
REGION1,DEMRESBIO,2026,9786.4979
REGION1,DEMRESBIO,2027,7179.9696
REGION1,DEMRESBIO,2028,10555.927
REGION1,DEMRESBIO,2029,7715.3479
REGION1,DEMRESBIO,2030,7978.0062
REGION1,DEMRESKER,2015,31.8908
REGION1,DEMRESKER,2016,90.4204
REGION1,DEMRESKER,2017,33.113
REGION1,DEMRESKER,2018,68.6703
REGION1,DEMRESKER,2019,50.385
REGION1,DEMRESKER,2020,73.5022
REGION1,DEMRESKER,2021,38.9965
REGION1,DEMRESKER,2022,116.7729
REGION1,DEMRESKER,2023,43.2884
REGION1,DEMRESKER,2024,90.7267
REGION1,DEMRESKER,2025,94.7628
REGION1,DEMRESKER,2026,139.9824
REGION1,DEMRESKER,2027,102.6644
REGION1,DEMRESKER,2028,150.9425
REGION1,DEMRESKER,2029,78.1351
REGION1,DEMRESKER,2030,57.0168
REGION1,DEMRESLPG,2015,2.6594
REGION1,DEMRESLPG,2016,1.3291
REGION1,DEMRESLPG,2017,0.9664
REGION1,DEMRESLPG,2018,2.0465
REGION1,DEMRESLPG,2019,2.1033
REGION1,DEMRESLPG,2020,2.1602
REGION1,DEMRESLPG,2021,1.611
REGION1,DEMRESLPG,2022,1.2222
REGION1,DEMRESLPG,2023,1.279
REGION1,DEMRESLPG,2024,3.7877
REGION1,DEMRESLPG,2025,3.9488
REGION1,DEMRESLPG,2026,1.4496
REGION1,DEMRESLPG,2027,3.0129
REGION1,DEMRESLPG,2028,1.5633
REGION1,DEMRESLPG,2029,3.2402
REGION1,DEMRESLPG,2030,1.677
REGION1,DEMTRADSL,2015,422.1232
REGION1,DEMTRADSL,2016,422.1232
REGION1,DEMTRADSL,2017,154.6503
REGION1,DEMTRADSL,2018,227.2361
REGION1,DEMTRADSL,2019,166.0196
REGION1,DEMTRADSL,2020,243.1853
REGION1,DEMTRADSL,2021,182.0786
REGION1,DEMTRADSL,2022,192.2257
REGION1,DEMTRADSL,2023,572.9851
REGION1,DEMTRADSL,2024,300.0548
REGION1,DEMTRADSL,2025,442.3778
REGION1,DEMTRADSL,2026,460.9665
REGION1,DEMTRADSL,2027,479.2142
REGION1,DEMTRADSL,2028,704.8281
REGION1,DEMTRADSL,2029,364.8183
REGION1,DEMTRADSL,2030,532.4791
REGION1,DEMTRAGSL,2015,56.1445
REGION1,DEMTRAGSL,2016,112.3405
REGION1,DEMTRAGSL,2017,41.1567
REGION1,DEMTRAGSL,2018,120.9635
REGION1,DEMTRAGSL,2019,125.2347
REGION1,DEMTRAGSL,2020,64.7232
REGION1,DEMTRAGSL,2021,96.9229
REGION1,DEMTRAGSL,2022,102.3233
REGION1,DEMTRAGSL,2023,107.5532
REGION1,DEMTRAGSL,2024,79.8669
REGION1,DEMTRAGSL,2025,58.8643
REGION1,DEMTRAGSL,2026,173.9102
REGION1,DEMTRAGSL,2027,127.5062
REGION1,DEMTRAGSL,2028,187.6103
REGION1,DEMTRAGSL,2029,97.105
REGION1,DEMTRAGSL,2030,70.8589
REGION1,DEMTRAOHC,2015,13.3313
REGION1,DEMTRAOHC,2016,18.8161
REGION1,DEMTRAOHC,2017,19.5551
REGION1,DEMTRAOHC,2018,20.2941
REGION1,DEMTRAOHC,2019,10.4881
REGION1,DEMTRAOHC,2020,21.7153
REGION1,DEMTRAOHC,2021,32.6384
REGION1,DEMTRAOHC,2022,12.1367
REGION1,DEMTRAOHC,2023,25.524
REGION1,DEMTRAOHC,2024,26.7746
REGION1,DEMTRAOHC,2025,39.6496
REGION1,DEMTRAOHC,2026,29.1053
REGION1,DEMTRAOHC,2027,42.9537
REGION1,DEMTRAOHC,2028,22.2725
REGION1,DEMTRAOHC,2029,32.5161
REGION1,DEMTRAOHC,2030,23.8433
REGION1,EXPELC002,2015,5.951
REGION1,EXPELC002,2016,10.4106
REGION1,EXPELC002,2017,8.229
REGION1,EXPELC002,2018,13.6004
REGION1,EXPELC002,2019,17.4904
REGION1,EXPELC002,2020,21.784
REGION1,EXPELC002,2021,22.1791
REGION1,EXPELC002,2022,28.3722
REGION1,EXPELC002,2023,36.2547
REGION1,EXPELC002,2024,43.2185
REGION1,EXPELC002,2025,50.1242
REGION1,EXPELC002,2026,56.9798
REGION1,EXPELC002,2027,53.0826
REGION1,EXPELC002,2028,48.5948
REGION1,EXPELC002,2029,44.0871
REGION1,EXPELC002,2030,40.8929
REGION1,IMPCOA,2015,36.808
REGION1,IMPCOA,2016,36.808
REGION1,IMPCOA,2017,38.2291
REGION1,IMPCOA,2018,112.4211
REGION1,IMPCOA,2019,41.043
REGION1,IMPCOA,2020,120.3188
REGION1,IMPCOA,2021,63.7969
REGION1,IMPCOA,2022,95.047
REGION1,IMPCOA,2023,49.9679
REGION1,IMPCOA,2024,74.188
REGION1,IMPCOA,2025,109.3722
REGION1,IMPCOA,2026,56.9884
REGION1,IMPCOA,2027,83.9348
REGION1,IMPCOA,2028,122.9017
REGION1,IMPCOA,2029,90.2178
REGION1,IMPCOA,2030,131.656
REGION1,IMPDSL,2015,423.0572
REGION1,IMPDSL,2016,587.751
REGION1,IMPDSL,2017,256.278
REGION1,IMPDSL,2018,263.1979
REGION1,IMPDSL,2019,267.7954
REGION1,IMPDSL,2020,376.7958
REGION1,IMPDSL,2021,238.4645
REGION1,IMPDSL,2022,194.2523
REGION1,IMPDSL,2023,601.3118
REGION1,IMPDSL,2024,451.628
REGION1,IMPDSL,2025,492.2729
REGION1,IMPDSL,2026,763.1586
REGION1,IMPDSL,2027,584.6723
REGION1,IMPDSL,2028,707.7445
REGION1,IMPDSL,2029,549.2176
REGION1,IMPDSL,2030,616.9263
REGION1,IMPGSL,2015,56.1445
REGION1,IMPGSL,2016,112.3405
REGION1,IMPGSL,2017,41.1567
REGION1,IMPGSL,2018,120.9635
REGION1,IMPGSL,2019,125.2347
REGION1,IMPGSL,2020,64.7232
REGION1,IMPGSL,2021,96.9229
REGION1,IMPGSL,2022,102.3233
REGION1,IMPGSL,2023,107.5532
REGION1,IMPGSL,2024,79.8669
REGION1,IMPGSL,2025,58.8643
REGION1,IMPGSL,2026,173.9102
REGION1,IMPGSL,2027,127.5062
REGION1,IMPGSL,2028,187.6103
REGION1,IMPGSL,2029,97.105
REGION1,IMPGSL,2030,70.8589
REGION1,IMPHFO,2015,24.2572
REGION1,IMPHFO,2016,24.2572
REGION1,IMPHFO,2017,25.2242
REGION1,IMPHFO,2018,9.2091
REGION1,IMPHFO,2019,19.1004
REGION1,IMPHFO,2020,19.7257
REGION1,IMPHFO,2021,20.9194
REGION1,IMPHFO,2022,22.1132
REGION1,IMPHFO,2023,11.6251
REGION1,IMPHFO,2024,17.238
REGION1,IMPHFO,2025,36.0231
REGION1,IMPHFO,2026,18.7685
REGION1,IMPHFO,2027,13.7568
REGION1,IMPHFO,2028,20.2587
REGION1,IMPHFO,2029,41.9867
REGION1,IMPHFO,2030,43.3567
REGION1,IMPKER,2015,31.8908
REGION1,IMPKER,2016,90.4204
REGION1,IMPKER,2017,33.113
REGION1,IMPKER,2018,68.6703
REGION1,IMPKER,2019,50.385
REGION1,IMPKER,2020,73.5022
REGION1,IMPKER,2021,38.9965
REGION1,IMPKER,2022,116.7729
REGION1,IMPKER,2023,43.2884
REGION1,IMPKER,2024,90.7267
REGION1,IMPKER,2025,94.7628
REGION1,IMPKER,2026,139.9824
REGION1,IMPKER,2027,102.6644
REGION1,IMPKER,2028,150.9425
REGION1,IMPKER,2029,78.1351
REGION1,IMPKER,2030,57.0168
REGION1,IMPLPG,2015,2.6594
REGION1,IMPLPG,2016,1.3291
REGION1,IMPLPG,2017,0.9664
REGION1,IMPLPG,2018,2.0465
REGION1,IMPLPG,2019,2.1033
REGION1,IMPLPG,2020,2.1602
REGION1,IMPLPG,2021,1.611
REGION1,IMPLPG,2022,1.2222
REGION1,IMPLPG,2023,1.279
REGION1,IMPLPG,2024,3.7877
REGION1,IMPLPG,2025,3.9488
REGION1,IMPLPG,2026,1.4496
REGION1,IMPLPG,2027,3.0129
REGION1,IMPLPG,2028,1.5633
REGION1,IMPLPG,2029,3.2402
REGION1,IMPLPG,2030,1.677
REGION1,IMPOHC,2015,32.0045
REGION1,IMPOHC,2016,105.4498
REGION1,IMPOHC,2017,43.0326
REGION1,IMPOHC,2018,113.6357
REGION1,IMPOHC,2019,58.8075
REGION1,IMPOHC,2020,121.5942
REGION1,IMPOHC,2021,75.0741
REGION1,IMPOHC,2022,68.0734
REGION1,IMPOHC,2023,143.0821
REGION1,IMPOHC,2024,87.2777
REGION1,IMPOHC,2025,174.4744
REGION1,IMPOHC,2026,105.1883
REGION1,IMPOHC,2027,94.611
REGION1,IMPOHC,2028,124.7745
REGION1,IMPOHC,2029,143.1958
REGION1,IMPOHC,2030,77.4815
REGION1,LNDAGRETHC01,2015,38.3666
REGION1,LNDAGRETHC01,2016,32.2586
REGION1,LNDAGRETHC01,2017,31.3013
REGION1,LNDAGRETHC01,2018,29.538
REGION1,LNDAGRETHC01,2019,31.5603
REGION1,LNDAGRETHC01,2020,34.7216
REGION1,LNDAGRETHC01,2021,30.2806
REGION1,LNDAGRETHC01,2022,36.4128
REGION1,LNDAGRETHC01,2023,29.3906
REGION1,LNDAGRETHC01,2024,38.0498
REGION1,LNDAGRETHC01,2025,32.5456
REGION1,LNDAGRETHC01,2026,37.0455
REGION1,LNDAGRETHC01,2027,33.2662
REGION1,LNDAGRETHC01,2028,43.5125
REGION1,LNDAGRETHC01,2029,32.2886
REGION1,LNDAGRETHC01,2030,29.7483
REGION1,LNDAGRETHC02,2015,513.6818
REGION1,LNDAGRETHC02,2016,640.2656
REGION1,LNDAGRETHC02,2017,805.8152
REGION1,LNDAGRETHC02,2018,823.2946
REGION1,LNDAGRETHC02,2019,493.3625
REGION1,LNDAGRETHC02,2020,597.7436
REGION1,LNDAGRETHC02,2021,826.8915
REGION1,LNDAGRETHC02,2022,805.6413
REGION1,LNDAGRETHC02,2023,661.9863
REGION1,LNDAGRETHC02,2024,681.5884
REGION1,LNDAGRETHC02,2025,809.7698
REGION1,LNDAGRETHC02,2026,422.4123
REGION1,LNDAGRETHC02,2027,284.6683
REGION1,LNDAGRETHC02,2028,485.9701
REGION1,LNDAGRETHC02,2029,676.6746
REGION1,LNDAGRETHC02,2030,475.6916
REGION1,LNDAGRETHC03,2015,816.6322
REGION1,LNDAGRETHC03,2016,792.732
REGION1,LNDAGRETHC03,2017,839.3009
REGION1,LNDAGRETHC03,2018,835.72
REGION1,LNDAGRETHC03,2019,817.492
REGION1,LNDAGRETHC03,2020,802.0341
REGION1,LNDAGRETHC03,2021,606.0455
REGION1,LNDAGRETHC03,2022,821.632
REGION1,LNDAGRETHC03,2023,878.8593
REGION1,LNDAGRETHC03,2024,574.6622
REGION1,LNDAGRETHC03,2025,826.112
REGION1,LNDAGRETHC03,2026,636.7897
REGION1,LNDAGRETHC03,2027,619.4073
REGION1,LNDAGRETHC03,2028,884.7078
REGION1,LNDAGRETHC03,2029,643.5526
REGION1,LNDAGRETHC03,2030,394.7616
REGION1,LNDAGRETHC04,2015,459.3671
REGION1,LNDAGRETHC04,2016,792.732
REGION1,LNDAGRETHC04,2017,685.5093
REGION1,LNDAGRETHC04,2018,800.3254
REGION1,LNDAGRETHC04,2019,537.479
REGION1,LNDAGRETHC04,2020,581.0258
REGION1,LNDAGRETHC04,2021,657.2514
REGION1,LNDAGRETHC04,2022,732.3834
REGION1,LNDAGRETHC04,2023,493.7626
REGION1,LNDAGRETHC04,2024,792.732
REGION1,LNDAGRETHC04,2025,806.4492
REGION1,LNDAGRETHC04,2026,845.4698
REGION1,LNDAGRETHC04,2027,792.732
REGION1,LNDAGRETHC04,2028,792.732
REGION1,LNDAGRETHC04,2029,813.6464
REGION1,LNDAGRETHC04,2030,867.2942
REGION1,LNDAGRETHC05,2015,477.1377
REGION1,LNDAGRETHC05,2016,884.5386
REGION1,LNDAGRETHC05,2017,803.5644
REGION1,LNDAGRETHC05,2018,333.3429
REGION1,LNDAGRETHC05,2019,479.7565
REGION1,LNDAGRETHC05,2020,242.2948
REGION1,LNDAGRETHC05,2021,235.4446
REGION1,LNDAGRETHC05,2022,160.4158
REGION1,LNDAGRETHC05,2023,165.5649
REGION1,LNDAGRETHC05,2024,341.7242
REGION1,LNDAGRETHC05,2025,217.148
REGION1,LNDAGRETHC05,2026,545.9292
REGION1,LNDAGRETHC05,2027,514.1184
REGION1,LNDAGRETHC05,2028,272.738
REGION1,LNDAGRETHC05,2029,225.9839
REGION1,LNDAGRETHC05,2030,294.9518
REGION1,LNDAGRETHC06,2015,431.6564
REGION1,LNDAGRETHC06,2016,302.0696
REGION1,LNDAGRETHC06,2017,202.3868
REGION1,LNDAGRETHC06,2018,329.7944
REGION1,LNDAGRETHC06,2019,430.777
REGION1,LNDAGRETHC06,2020,794.6054
REGION1,LNDAGRETHC06,2021,324.9418
REGION1,LNDAGRETHC06,2022,307.3323
REGION1,LNDAGRETHC06,2023,820.3966
REGION1,LNDAGRETHC06,2024,309.3163
REGION1,LNDAGRETHC06,2025,274.2323
REGION1,LNDAGRETHC06,2026,394.3554
REGION1,LNDAGRETHC06,2027,341.489
REGION1,LNDAGRETHC06,2028,265.683
REGION1,LNDAGRETHC06,2029,404.2819
REGION1,LNDAGRETHC06,2030,850.5467
REGION1,LNDAGRETHC07,2015,304.5552
REGION1,LNDAGRETHC07,2016,204.3736
REGION1,LNDAGRETHC07,2017,129.7399
REGION1,LNDAGRETHC07,2018,97.6322
REGION1,LNDAGRETHC07,2019,351.3072
REGION1,LNDAGRETHC07,2020,116.8731
REGION1,LNDAGRETHC07,2021,239.4906
REGION1,LNDAGRETHC07,2022,149.433
REGION1,LNDAGRETHC07,2023,135.3409
REGION1,LNDAGRETHC07,2024,136.531
REGION1,LNDAGRETHC07,2025,142.0637
REGION1,LNDAGRETHC07,2026,238.2464
REGION1,LNDAGRETHC07,2027,113.7646
REGION1,LNDAGRETHC07,2028,125.203
REGION1,LNDAGRETHC07,2029,151.201
REGION1,LNDAGRETHC07,2030,150.8108
REGION1,LNDAGRETHC08,2015,364.1822
REGION1,LNDAGRETHC08,2016,320.0052
REGION1,LNDAGRETHC08,2017,396.9395
REGION1,LNDAGRETHC08,2018,371.6471
REGION1,LNDAGRETHC08,2019,391.4401
REGION1,LNDAGRETHC08,2020,370.0285
REGION1,LNDAGRETHC08,2021,497.4042
REGION1,LNDAGRETHC08,2022,375.9392
REGION1,LNDAGRETHC08,2023,735.9815
REGION1,LNDAGRETHC08,2024,367.6014
REGION1,LNDAGRETHC08,2025,754.8195
REGION1,LNDAGRETHC08,2026,615.6148
REGION1,LNDAGRETHC08,2027,516.976
REGION1,LNDAGRETHC08,2028,368.9808
REGION1,LNDAGRETHC08,2029,392.3846
REGION1,LNDAGRETHC08,2030,783.1498
REGION1,LNDBARETH,2015,206.4587
REGION1,LNDBARETH,2018,28.6537
REGION1,LNDBARETH,2021,39.9365
REGION1,LNDBARETH,2023,77.6866
REGION1,LNDWATETH,2015,14.7504
REGION1,LNDWATETH,2017,11.4829
REGION1,MINGWTETH,2015,4.4976
REGION1,MINGWTETH,2016,5.1177
REGION1,MINGWTETH,2017,5.8655
REGION1,MINGWTETH,2018,6.7432
REGION1,MINGWTETH,2019,7.6856
REGION1,MINGWTETH,2020,8.7715
REGION1,MINGWTETH,2021,10.0556
REGION1,MINGWTETH,2022,11.498
REGION1,MINGWTETH,2023,13.1204
REGION1,MINGWTETH,2024,14.3248
